CustomerID,P Churn_Avg
5515-RUGKN,0.462042398
0422-UXFAP,0.4616866957
7554-AKDQF,0.4608516926
4634-JLRJT,0.460718497
7621-VPNET,0.4602173841
5201-USSQZ,0.4600691635
6844-DZKRF,0.4596837648
4130-MZLCC,0.4595196609
6180-YBIQI,0.4594238895
6908-VVYHM,0.4591557135
1848-LBZHY,0.4583531465
3446-QDSZF,0.4582104478
5996-DAOQL,0.4579530171
1777-JYQPJ,0.4578486526
2014-MKGMH,0.4577865469
1456-TWCGB,0.4561270981
6815-ABQFQ,0.4559801284
1230-QAJDW,0.4551728727
2842-BCQGE,0.4550560337
6234-PFPXL,0.4549655367
1169-WCVAK,0.4537800728
9688-YGXVR,0.453768868
3898-GUYTS,0.4536261189
5527-ACHSO,0.453398634
8329-UTMVM,0.4533979291
6859-RKMZJ,0.4531816139
5002-GCQFH,0.4523080061
9112-WSNPU,0.4521525546
6847-KJLTS,0.4512855291
4067-HLYQI,0.4509101796
2669-QVCRG,0.4506648754
2325-WINES,0.4498332038
5035-PGZXH,0.4480503177
3688-FTHLT,0.4477729288
3577-AMVUX,0.4477290967
1356-MKYSK,0.4476850754
3071-VBYPO,0.4475987867
3604-WLABM,0.4463794442
2378-HTWFW,0.4462387577
5947-SGKCL,0.445499597
1156-ZFYDO,0.4454550513
4468-KAZHE,0.4452435785
6538-POCHL,0.4452364282
1320-REHCS,0.4451972009
7075-BNDVQ,0.4446562414
6625-UTXEW,0.4445090287
2452-KDRRH,0.4439795486
0419-YAAPX,0.4438707312
7398-LXGYX,0.4434554546
3932-IJWDZ,0.4434386098
1077-HUUJM,0.4432519208
1427-VERSM,0.4429319814
2139-FQHLM,0.4426679699
2267-FPIMA,0.4421337979
2043-WVTQJ,0.4419468107
3583-KRKMD,0.4419181133
7351-KYHQH,0.4416918692
3137-LUPIX,0.4413151988
5046-NUHWD,0.4409838126
8535-SFUTN,0.4406102583
7251-LJBQN,0.4404407247
0508-OOLTO,0.439982103
6351-SCJKT,0.4394126733
5018-GWURO,0.439073152
5858-EAFCZ,0.4387726923
2931-FSOHN,0.4376149664
5780-INQIK,0.4372058404
5671-UUNXD,0.436850141
2208-UGTGR,0.4366671965
4482-FTFFX,0.4366335559
8868-GAGIO,0.4365701902
1849-RJYIG,0.4363987665
3584-WKTTW,0.4360464154
3566-VVORZ,0.4351506779
4840-ORQXB,0.4347891468
4007-NHVHI,0.4344390105
0481-SUMCB,0.4342556809
0356-ERHVT,0.434050534
4070-OKWVH,0.4336774688
8152-UOBNY,0.4334840035
6968-GMKPR,0.4334789158
5172-MIGPM,0.4330730019
0080-OROZO,0.4329458354
1575-KRZZE,0.4329038934
5628-RKIFK,0.4326995721
6637-KYRCV,0.4325495142
2144-BFDSO,0.4324325674
2027-WKXMW,0.4322448445
1047-NNCBF,0.4316671787
7878-JGDKK,0.431153996
8033-VCZGH,0.4311252798
4522-AKYLR,0.4304940969
0060-FUALY,0.4298626302
6464-KEXXH,0.4298135482
3043-TYBNO,0.4297991663
9659-QEQSY,0.4293721373
5949-HGVJL,0.4290491274
0237-YFUTL,0.4290301748
1784-EZDKJ,0.4284285266
2862-PFNIK,0.4279883547
1258-YMZNM,0.4277975285
7504-UWHNB,0.4277201829
8679-LZBMD,0.4275863723
0924-BJCRC,0.4275560907
4238-HFHSN,0.4270158898
5575-TPIZQ,0.4265082557
7617-EYGLW,0.4263844187
6218-KNUBD,0.4260966236
8069-YQQAJ,0.4258658409
1217-VASWC,0.4256155943
0129-KPTWJ,0.4254998572
3162-KKZXO,0.4254479264
2826-UWHIS,0.4251057363
5149-TGWDZ,0.4240507329
8212-DJRCH,0.4240488987
9833-TGFHX,0.4239503984
6551-GNYDG,0.423740144
5325-UWTWJ,0.4234789303
1853-ARAAQ,0.4233733016
2826-DXLQO,0.423314867
9281-PKKZE,0.4232111288
5600-PDUJF,0.4231072351
0215-BQKGS,0.4230716797
6614-VBEGU,0.422429026
6789-HJBWG,0.4223296277
6549-NNDYT,0.4222582234
8450-UYIBU,0.4222018461
7880-XSOJX,0.421902595
3589-PPVKW,0.4215952828
8388-FYNPZ,0.4211794591
1394-SUIUH,0.4211174217
7271-AJDTL,0.4207320684
8064-RAVOH,0.4206882933
8910-LEDAG,0.420487974
2920-RNCEZ,0.4203703478
8974-OVACP,0.4198991161
7421-ZLUPA,0.4197446658
6143-JQKEA,0.4196803005
5370-IIVVL,0.4179068437
1049-FYSYG,0.417852055
4176-FXYBO,0.4177998388
2190-BCXEC,0.4164033624
5542-DHSXL,0.4162881187
3001-UNBTL,0.4157891645
0191-ZHSKZ,0.4156860655
3030-ZKIWL,0.4154850923
1996-DBMUS,0.4151737675
1907-YLNYW,0.4150367122
5816-SCGFC,0.4147920065
4989-LIXVT,0.4147481327
0691-NIKRI,0.4145904479
7147-AYBAA,0.4145227251
8620-RJPZN,0.4142889045
1895-QTKDO,0.4142831848
7343-EOBEU,0.4139376416
2386-OWURY,0.4137986864
8735-IJJEG,0.4137107425
2716-GFZOR,0.4136828331
6654-QGBZZ,0.4127357109
4976-LNFVV,0.4121689425
2806-MLNTI,0.4118680874
2474-LCNUE,0.411481143
7876-BEUTG,0.41090412
6786-OBWQR,0.410683161
0003-MKNFE,0.4106141603
2111-DWYHN,0.4102706495
0330-BGYZE,0.409689827
6288-LBEAR,0.4096859913
8229-MYEJZ,0.4090394524
3620-MWJNE,0.4079911812
8903-XEBGX,0.4079620643
2988-GBIVW,0.4072439545
5568-DMXZS,0.4072309755
7853-WNZSY,0.40696705
0550-DCXLH,0.4068829779
3845-FXCYS,0.4068680312
6728-WYQBC,0.4067087208
7243-LCGGZ,0.4064899403
8605-ITULD,0.4064715213
2067-QYTCF,0.4063283038
2740-JFBOK,0.4062441267
6124-ACRHJ,0.4061806423
8124-NZVGJ,0.4059165933
0471-ARVMX,0.4056040758
1855-AGAWH,0.405409084
7905-TVXTA,0.4053174691
2178-PMGCJ,0.4052973059
5207-PLSTK,0.4048878255
8734-DKSTZ,0.4048594929
7298-IZWLY,0.4048557617
6959-GQEGV,0.4047421487
6897-UUBNU,0.4047099881
4673-KKSLS,0.4046792622
8749-CLJXC,0.4045121237
1905-OEILC,0.4042867597
8096-LOIST,0.4041091901
2027-CWDNU,0.4041053471
4462-CYWMH,0.4037001999
3247-MHJKM,0.4034548104
8149-AIQCG,0.4033298346
6286-SUUWT,0.4031713783
2657-VPXTA,0.4026132036
0455-XFASS,0.402517808
2432-TFSMK,0.4023637945
2674-MLXMN,0.4022902332
7721-DVEKZ,0.4019774165
2592-YKDIF,0.4019542104
7601-WFVZV,0.4018762137
3785-NRHYR,0.4016572303
2924-KHUVI,0.4015643777
2293-IJWPS,0.4008102304
2731-GJRDG,0.4007987817
2101-RANCD,0.4007478901
2668-TZSPS,0.4005025564
7096-UCLNH,0.4004503971
8445-DNBAE,0.4003536786
4393-RYCRE,0.4002877555
4280-DLSHD,0.4001508413
5802-ADBRC,0.4000772517
8731-WBBMB,0.3993432095
8755-IWJHN,0.3984763357
3808-HFKDE,0.3983969798
5897-ZYEKH,0.3980428481
8242-JSVBO,0.3975894669
2676-ISHSF,0.3975058502
3345-PBBFH,0.3971886763
6645-MXQJT,0.3969939761
8566-YPRGL,0.3967444671
6360-SVNWV,0.3962877285
3509-GWQGF,0.3955945338
1935-IMVBB,0.3953626123
1329-VHWNP,0.3953127258
3113-IWHLC,0.3952641458
2615-YVMYX,0.3946099571
3727-JEZTU,0.3944691836
5630-AHZIL,0.3943180189
3069-SSVSN,0.3942533407
4753-PADAS,0.3939147311
8985-OOPOS,0.3938735245
3258-SANFR,0.393851987
8728-SKJLR,0.393836179
0668-OGMHD,0.3934392498
4010-YLMVT,0.3933393212
5201-FRKKS,0.3932510933
6137-NICCO,0.3932447843
5424-RLQLC,0.3930071756
5828-DWPIL,0.3926053038
7346-MEDWM,0.3922823493
4123-FCVCB,0.3922365074
9373-WSLOY,0.3918767525
6874-SGLHU,0.3916340252
2257-BOVXD,0.3916161407
0058-EVZWM,0.3913137396
0277-BKSQP,0.3912999732
6633-SYEUS,0.3911642115
7905-NJMXS,0.3911215519
3780-YVMFA,0.3911060465
6689-VRRTK,0.3898342366
2195-VVRJF,0.3896875978
9873-MNDKV,0.3896747997
2369-FEVNO,0.389648059
4415-WNGVR,0.3893116687
0365-TRTPY,0.3892827789
3055-MJDSB,0.3892643394
1600-DILPE,0.3888842221
3058-WQDRE,0.3888142712
1216-BGTSP,0.3884587727
6713-OKOMC,0.3883691753
5076-YVXCM,0.3883093842
0970-QXPXW,0.3880936454
1596-OQSPS,0.3879049078
8393-JMVMB,0.3876960562
9776-OJUZI,0.387472768
2519-ERQOJ,0.3872506612
3717-OFRTN,0.3872280018
3511-APPBJ,0.3869704278
5243-SAOTC,0.3868357209
1803-BGNBD,0.3863821045
2305-MRGLV,0.3863377282
6647-ZEDXT,0.3862671657
7291-CDTMJ,0.3861014749
0856-NAOES,0.3860773793
2279-AXJJK,0.3859673424
7636-OWBPG,0.3856267174
2625-TRCZQ,0.3855890872
4109-CYRBD,0.3855749579
1976-AZZPJ,0.3855738591
1194-SPVSP,0.3853610746
7351-MHQVU,0.3852093785
7610-TVOPG,0.385063206
6726-WEXXK,0.3847522853
7766-CLTIC,0.384593461
3452-SRFEG,0.3843568229
7729-JTEEC,0.3827659964
1465-LNTLJ,0.3826171088
8992-CEUEN,0.3823763347
8217-QYOHV,0.3818597272
8547-NSBBO,0.3818188991
1564-HJUVY,0.3817844503
5088-QZLRL,0.3816170583
6917-YACBP,0.3815420974
7310-EGVHZ,0.3814320418
3537-HPKQT,0.3814183234
6624-JDRDS,0.3813804076
4957-TREIR,0.3801875627
6954-OOYZZ,0.3795383467
9938-EKRGF,0.3795245794
4320-QMLLA,0.3794647239
9052-VKDUW,0.3794075201
3307-TLCUD,0.3790314789
6184-DYUOB,0.3785093257
8016-NCFVO,0.3783100481
8108-UXRQN,0.3777744925
0103-CSITQ,0.3774521207
7064-FRRSW,0.3773476903
2792-VPPET,0.3772798449
2475-MROZF,0.3772351072
0673-IGUQO,0.3770674079
0916-QOFDP,0.376983652
6429-SHBCB,0.3762173258
9323-HGFWY,0.3760237041
7319-VENRZ,0.3759934268
7698-YFGEZ,0.3759048117
3689-MOZGR,0.3757468621
8705-DWKTI,0.3755595477
1024-KPRBB,0.375550683
6942-LBFDP,0.3751681192
4226-KKDON,0.3751182186
5168-MSWXT,0.3744392499
5285-MVEHD,0.3742584822
3858-XHYJO,0.3737730439
2480-SQIOB,0.3736802216
6896-SRVYQ,0.3736465114
8807-ARQET,0.3734887332
7878-RTCZG,0.37345997
9693-XMUOB,0.3731886887
2770-NSVDG,0.3731157272
3144-KMTWZ,0.3730861861
9489-UTFKA,0.3727847792
6198-PNNSZ,0.3724996754
1814-DKOLC,0.3723887776
1406-PUQVY,0.3720820986
1169-SAOCL,0.3719671101
0512-FLFDW,0.3719338144
5311-IHLEI,0.3718550978
7047-FWEYA,0.371759548
8677-HDZEE,0.3713520488
6380-ARCEH,0.3711918714
6821-JPCDC,0.3706826049
2858-EIMXH,0.3706793597
9547-ITEFG,0.3699893784
8095-WANWK,0.3699660465
8111-BKVDS,0.3698386933
7821-DPRQE,0.3695935415
4452-QIIEB,0.3695725591
2616-UUTFK,0.3695630399
7950-XWOVN,0.3694822466
2676-OXPPQ,0.3692039205
8967-SZQAS,0.3691822901
4232-JGKIY,0.3689624949
7789-HKSBS,0.3681043154
3199-NPKCN,0.3675711723
6168-YBYNP,0.3674144797
2267-WTPYD,0.3672799152
1098-TDVUQ,0.3666970508
4324-AHJKS,0.366301364
0734-OXWBT,0.366187218
7245-JMTTQ,0.3659649948
1353-LJWEM,0.3657471341
7285-KLOTR,0.3657008156
5066-GFJMM,0.365555874
0575-CUQOV,0.3650526661
2927-QRRQV,0.3650355585
8715-KKTFG,0.3647648089
9761-XUJWD,0.3645853844
0880-FVFWF,0.3644015394
0295-QVKPB,0.3643635199
5186-EJEGL,0.3641257039
4524-QCSSM,0.3641208388
2623-DRYAM,0.3637979337
9233-PSYHO,0.3637376979
2284-VFLKH,0.3636788126
5966-EMAZU,0.363677677
4188-FRABG,0.3634617333
3195-TQDZX,0.3633369812
9780-FKVVF,0.3632191242
2270-CHBFN,0.3630904936
2045-BMBTJ,0.36227373
5136-GFPMB,0.3621575311
7596-LDUXP,0.3621075088
3946-JEWRQ,0.3620466864
6728-VOIFY,0.3611674767
4832-VRBMR,0.3611417071
9122-UMROB,0.3607704533
7054-ENNGU,0.3606393546
4488-KQFDT,0.3604763979
5600-KTXFM,0.3604236303
4282-ACRXS,0.3603660898
5882-CMAZQ,0.3603173276
9825-YCXWZ,0.360296936
9767-FFLEM,0.3602245382
4826-TZEVA,0.3596046821
8065-BVEPF,0.3595325289
7389-KBFIT,0.3594986101
6469-QJKZW,0.3593819124
5522-JBWMO,0.3593050072
5732-IKGQH,0.3587960082
9163-GHAYE,0.3587201475
8003-EWNDZ,0.3586897348
9069-LGEUL,0.3585982326
5778-BVOFB,0.3580251268
7159-FVYPK,0.3579912106
5402-HTOTQ,0.3575056611
0621-HJWXJ,0.3572376542
1170-SASML,0.3567353312
5334-JLAXU,0.3564623219
9396-ZSFLL,0.3563410631
5651-CPDND,0.3562419588
0442-ZXKVS,0.3560938076
4987-GQWPO,0.3558164139
9137-NOQKA,0.3557467671
9058-HRZSV,0.3551551797
2750-BJLSB,0.3551397255
6284-KMNUF,0.3548216435
1866-OBPNR,0.3547938355
1025-FALIX,0.3544046328
2604-XVDAM,0.3543080477
8623-ULFNQ,0.3541932851
6537-OTKMY,0.3539751525
4118-CEVPF,0.3535217215
7426-GSWPO,0.3533076082
2883-ILGWO,0.3532578614
5624-RYAMH,0.3529061623
4013-GUXND,0.3523245315
2903-YYTBW,0.3522487431
4396-KLSEH,0.3521460523
2576-HXMPA,0.3520769407
7145-FEJWU,0.3519851397
4450-YOOHP,0.3510332236
9375-MHRRS,0.3507517571
5136-RGMZO,0.3504132088
3744-ZBHON,0.3502298167
4138-NAXED,0.3500394264
6627-CFOSN,0.3497080504
6569-KTMDU,0.3495924483
2640-LYMOV,0.3493156745
6599-GZWCM,0.3492798952
6572-ADKRS,0.3492595386
9500-LTVBP,0.3491499405
7733-UDMTP,0.3488156375
6439-LAJXL,0.3487716881
3345-JHUEO,0.3485801981
3016-KSVCP,0.3484508033
6576-FBXOJ,0.3479399851
1685-VAYJF,0.3477154691
1215-FIGMP,0.3469322289
9505-SQFSW,0.3462497044
4918-FYJNT,0.346023907
8713-IGZSO,0.3460032788
7966-YOTQW,0.345679557
7537-CBQUZ,0.3451282865
4950-BDEUX,0.34503326
4828-FAZPK,0.3448720339
2542-HYGIQ,0.3445615952
8455-HIRAQ,0.3444830845
5140-FOMCQ,0.344295153
2709-UQGNP,0.3440704309
8562-GHPPI,0.3439473145
7241-AJHFS,0.3439307638
6300-BWMJX,0.3438565458
8979-CAMGB,0.3434831468
4191-XOVOM,0.3434646344
2522-AHJXR,0.3432191533
1051-GEJLJ,0.3431845923
1360-XFJMR,0.3430871224
1559-DTODC,0.3426520698
1135-LMECX,0.3420515439
3545-CNWRG,0.3417226579
5298-GSTLM,0.3414322229
2853-CWQFQ,0.341179702
7018-WBJNK,0.3411494386
0929-PECLO,0.3411086457
9975-SKRNR,0.3405748224
9817-APLHW,0.3404537052
4693-VWVBO,0.3403038931
2832-SCUCO,0.3399482476
0603-OLQDC,0.3395663537
5734-EJKXG,0.3394659438
9277-JOOMO,0.3390070013
8120-JDCAM,0.3380720079
6579-JPICP,0.3372927864
0853-NWIFK,0.3372757881
3594-IVHJZ,0.3372626345
5309-TAIKL,0.3370536689
7799-DSEWS,0.3370504852
1229-RCALF,0.3367136442
8344-WFMFH,0.3362011664
8791-GFXLZ,0.3361774905
7746-AWNQW,0.3361045027
4672-FOTSD,0.3360792778
6067-NGCEU,0.3359779382
7409-JURKQ,0.3359287399
0887-WBJVH,0.3355806257
0239-OXEXL,0.3353879255
0314-TKOSI,0.3351740996
5074-FBGHB,0.3346052069
6383-ZTSIW,0.3344311989
8725-JEDFD,0.3342781669
6469-MRVET,0.3341625067
3657-COGMW,0.3341244101
9753-OYLBX,0.3339524724
8250-ZNGGW,0.3339505809
2018-PZKMU,0.333889105
8189-HBVRW,0.3338438092
5445-GLVOT,0.333764041
3629-WEAAM,0.3337145861
5366-OBVMR,0.3333132511
0701-TJSEF,0.333205976
4350-ZTLPI,0.3332026414
6797-UCJHZ,0.3331850709
2480-EJWYP,0.3322749929
0871-OPBXW,0.3320159489
2692-AQCPF,0.3318032735
8375-KVTHK,0.331796338
5438-QMDDL,0.3314908404
7074-STDCN,0.3307607371
1656-DRSMG,0.3307113172
7750-EYXWZ,0.3303640386
4455-BFSPD,0.3302365611
3007-FDPEA,0.3302319188
5686-CMAWK,0.3299529871
6029-CSMJE,0.3298602629
8166-ORCHU,0.3295287085
5945-AZYHT,0.328982213
0319-QZTCO,0.3288140895
4986-MXSFP,0.3285638648
1020-JPQOW,0.3284332337
2393-DIVAI,0.3283721264
8008-ESFLK,0.3278825423
3301-LSLWQ,0.3278211096
0810-BDHAW,0.3274561811
8746-OQQRW,0.3274305007
3807-BPOMJ,0.3270393467
0851-DFJKB,0.3269268241
6137-MFAJN,0.3267094935
2538-OIMXF,0.3266135093
6854-EXGSF,0.326583031
0423-UDIJQ,0.3262437751
1422-DGUBX,0.3258981731
1703-MGIAB,0.3258395405
4282-MSACW,0.3256893499
9327-QSDED,0.3254098143
4647-XXZAM,0.3253721428
2458-EOMRE,0.3252866235
5440-VHLUL,0.3252140858
9036-CSKBW,0.3247281562
3976-NLDEZ,0.324667186
8048-DSDFQ,0.3243654879
2320-SLKMB,0.3242712678
5351-QESIO,0.3240557913
3873-NFTGI,0.3234102219
7693-QPEFS,0.3233374647
3130-ICDUP,0.3233353973
2075-RMJIK,0.3232571388
4480-MBMLB,0.3231416043
0567-GGCAC,0.3228790257
4879-GZLFH,0.3228758675
7175-NTIXE,0.3227128485
5133-VRSAB,0.322672543
9079-LWTFD,0.322655029
1785-BPHTP,0.3224361389
4374-YMUSQ,0.3223517721
3090-QFUVD,0.3222118277
5939-XAIXZ,0.3216605642
3174-RKMOW,0.3216125562
7016-NVRIC,0.3213792349
5188-HGMLP,0.3212680578
7879-CGSFV,0.3212210196
2654-VBVPB,0.3211975046
8294-UIMBA,0.3208862372
2758-RNWXS,0.3207368732
9039-ZVJDC,0.3202893679
1453-RZFON,0.3202413049
8980-WQFWL,0.3202088237
4132-POCZS,0.3201213734
1663-MHLHE,0.3200129769
6952-OMNWB,0.3197560554
0771-WLCLA,0.3197257709
4501-VCPFK,0.3195064856
2220-IAHLS,0.3193922737
9842-EFSYY,0.3190206182
9881-VCZEP,0.3188524956
7636-XUHWW,0.3185423237
1379-FRVEB,0.3184613514
9097-ZUBYC,0.3181430003
5215-LNLDJ,0.318131021
0999-QXNSA,0.3180948658
2866-IKBTM,0.3178201353
5843-TTHGI,0.3177978466
5701-ZIKJE,0.317720829
4365-MSDYN,0.3175377047
7868-BGSZA,0.3173655765
3179-GBRWV,0.3169089333
1629-DQQVB,0.316897894
2828-SLQPF,0.3166259892
9114-VEPUF,0.3166133272
2486-WYVVE,0.3164471061
7203-OYKCT,0.3163927073
7128-GGCNO,0.3163617869
4486-EFAEB,0.3162779374
4476-OSWTN,0.3162117711
8203-XJZRC,0.3160625323
5447-WZAFP,0.3157548928
1409-PHXTF,0.3155426844
6563-VNPMN,0.3153429368
7926-IJOOU,0.3150096049
2478-EEWWM,0.3146313842
4712-AUQZO,0.3145067611
5071-FBJFS,0.3136162324
0228-MAUWC,0.3134197018
2080-SRCDE,0.3133761322
2805-EDJPQ,0.3133467793
8992-OBVDG,0.3133086099
7246-ZGQDF,0.3133013766
7921-LMDFQ,0.3128429711
5569-IDSEY,0.3127812179
7402-PWYJJ,0.3126624735
4177-JPDFU,0.3121977472
7526-IVLYU,0.3121412834
3590-TCXTB,0.3120855618
5443-SCMKX,0.3118580172
0959-WHOKV,0.3116020953
5027-YOCXN,0.3115795827
9537-VHDTA,0.3114641145
8267-KFGYD,0.3114537901
7501-VTYLJ,0.3112927629
5651-WYIPH,0.3110199409
7928-VJYAB,0.3107757077
7883-ROJOC,0.3107358903
8663-UPDGF,0.3103236168
2621-UDNLU,0.3102543185
7041-TXQJH,0.3100733047
8735-DCXNF,0.3098910415
1768-HNVGJ,0.3098064067
0931-MHTEM,0.3097826131
0523-VNGTF,0.3096263574
6227-FBDXH,0.3095126251
5349-AZPEW,0.3092022678
1791-PQHBB,0.3091624267
9481-IEBZY,0.3091000323
7017-VFULY,0.3082356233
8799-OXZMD,0.3082087832
9314-IJWSQ,0.3077833684
2303-PJYHN,0.3076990029
8495-LJDFO,0.3075865998
9391-YZEJW,0.3074799786
8706-HRADD,0.3074142181
4801-JZAZL,0.3068150686
8739-QOTTN,0.3066202093
0584-BJQGZ,0.3066118997
8023-QHAIO,0.3065534433
3930-ZGWVE,0.3061803737
8800-JOOCF,0.3055317715
6917-IAYHD,0.3053544949
8970-ANWXO,0.3051864516
5018-HEKFO,0.3050649003
0463-WZZKO,0.3050515276
9700-ZCLOT,0.3048388449
1548-ARAGG,0.3048336066
8070-AAWZP,0.3047400502
5223-UZAVK,0.3040642401
7663-ZTEGJ,0.3040541163
3090-LETTY,0.304050548
9314-QDMDW,0.3039427707
7673-LPRNY,0.303863649
1202-KKGFU,0.3037326059
9389-ACWBI,0.3036586173
0899-WZRSD,0.3035753938
7661-CPURM,0.3035631076
8402-EIVQS,0.303135314
7134-MJPDY,0.3031217011
1710-RCXUS,0.3030684248
4083-BFNYK,0.3027392661
8671-KKKOS,0.3025378316
9909-DFRJA,0.3024266844
2700-LUEVA,0.3021688391
7797-EJMDP,0.3019512077
4692-NNQRU,0.3018822376
6022-KOUQO,0.3018501718
7622-NXQZR,0.3017746933
8999-XXGNS,0.301524716
1091-SOZGA,0.3009533309
4860-YZGZM,0.3008756151
0206-TBWLC,0.3007868937
2519-LBNQL,0.3006505913
8905-IAZPF,0.3004893394
6333-YDVLT,0.3004458131
3679-XASPY,0.3000619144
2065-MMKGR,0.2994531621
3644-QXEHN,0.2993077446
8851-RAGOV,0.2989892978
4002-BQWPQ,0.2989188111
6583-SZVGP,0.2987284891
6480-YAGIY,0.2985576155
1767-TGTKO,0.2984946059
7396-VJUZB,0.2980042099
1452-KIOVK,0.2977501869
0872-JCPIB,0.2973004687
2560-PPCHE,0.2972812541
9402-CXWPL,0.2972243823
9591-YVTEB,0.2969360674
3055-OYMSE,0.2964773131
0274-JKUJR,0.2963277216
7130-CTCUS,0.2962341672
0440-MOGPM,0.2960591858
4283-IVYCI,0.295722149
1689-YQBYY,0.295313534
3606-SBKRY,0.2940226022
4360-QRAVE,0.293629771
3890-RTCMS,0.2931247863
3758-CKOQL,0.2927123651
2452-SNHFZ,0.2926486628
4332-MUOEZ,0.2921443413
5712-VBOXD,0.2921274598
7143-BQIBA,0.2917621837
8992-VONJD,0.2916779807
3316-UWXUY,0.2916119518
2446-ZKVAF,0.2915496156
7336-RLLRH,0.2912646207
3466-WAESX,0.2910482324
6620-JDYNW,0.290789104
0326-VDYXE,0.290607161
7789-CRUVC,0.2902046003
6723-WSNTY,0.2902011903
8644-XYTSV,0.2901495804
4747-LCAQL,0.2899594546
7108-DGVUU,0.2897410248
4237-CLSMM,0.2896079075
3723-BFBGR,0.289378545
7634-WSWDB,0.2893699435
7072-MBHEV,0.2893575243
8952-WCVCD,0.2885356295
8963-JLGJT,0.288492747
7395-XWZOY,0.2884531872
7446-YPODE,0.2884081656
3709-OIJEA,0.288370836
2585-KTFRE,0.2883185153
6818-DJXAA,0.2881024767
8317-BVKSO,0.2880017701
0690-SRQID,0.2876886233
7629-WIXZF,0.2876065548
2972-YDYUW,0.2875179224
8565-HBFNN,0.2874702651
1867-TJHTS,0.2867025396
0303-WMMRN,0.2866082827
3170-GWYKC,0.2863637803
8981-FJGLA,0.2863536895
6202-DYYFX,0.2862399403
9103-CXVOK,0.2855400199
9332-GYWLO,0.2855038488
3756-VNWDH,0.2853914657
7594-LZNWR,0.285385011
2843-CQMEG,0.285307314
0895-LMRSF,0.2851122503
9027-YFHQJ,0.2847806339
9475-NNDGC,0.2841697857
0188-GWFLE,0.2840573536
3680-CTHUH,0.2834800833
4929-ROART,0.2825456614
1697-NVVGY,0.2824924306
5144-PQCDZ,0.2823890897
0804-XBFBV,0.2822372138
6341-AEVKX,0.2820417609
5198-EFNBM,0.2820254093
6258-NGCNG,0.2819964773
5678-VFNEQ,0.281761238
0496-AHOOK,0.2817450504
8263-OKETD,0.2816133679
5423-BHIXO,0.2809054948
4819-HJPIW,0.2799874941
7869-ZYDST,0.2798739589
7103-IPXPJ,0.2797373789
1142-IHLOO,0.2795610612
1958-RNRKS,0.2793572878
8148-BPLZQ,0.2792384502
6890-PFRQX,0.278904981
9629-NHXFW,0.2788548538
0795-GMVQO,0.2787603663
4626-OZDTJ,0.2787138421
3807-XHCJH,0.2785942191
7808-DVWEP,0.2785828426
9896-UYMIE,0.2785549226
4402-FTBXC,0.2780523449
1134-YWTYF,0.2778230062
1136-XGEQU,0.2776643727
4685-ERGHK,0.2773987157
5206-XZZQI,0.2770967095
6092-QZVPP,0.2768909583
3865-ZYKAD,0.2766237849
2851-STERV,0.2765027088
4338-EYCER,0.2762352969
0956-ACVZC,0.2762108616
1724-IQWNM,0.2759063776
9644-UMGQA,0.2756900782
7302-ZHMHP,0.2756067146
5022-JNQEQ,0.2755820458
7251-XFOIL,0.2755340255
1110-KYLGQ,0.2752669947
5294-DMSFH,0.2748102766
4781-ZXYGU,0.2747333967
2460-NGXBJ,0.2746943348
7976-CICYS,0.2745329848
0112-QAWRZ,0.2742889424
1986-PHGZF,0.2742690966
4016-BJKTZ,0.2742069931
2720-FVBQP,0.2739229421
1480-IVEVR,0.2738689989
3086-RUCRN,0.2731809977
3164-YAXFY,0.2729320365
4881-JVQOD,0.2727465117
1557-EMYVT,0.272440585
5562-BETPV,0.2722182601
6898-MDLZW,0.2720777051
9770-LXDBK,0.2711999637
3736-BLEPA,0.2710643022
6907-CQGPN,0.2710243041
9818-XQCUV,0.2709919774
8984-EYLLL,0.2709117635
9099-FTUHS,0.2705339609
6575-SUVOI,0.2703159665
7718-UPSKJ,0.2701680945
5562-YJQGT,0.2692795964
2911-IJORQ,0.2690936029
8495-PRWFH,0.2688806527
3714-XPXBW,0.2687230711
2342-CKIAO,0.2687163414
2782-JEEBU,0.2686318151
4908-XAXAY,0.2686047427
1950-KSVVJ,0.2682359731
7892-QVYKW,0.268041649
6705-LNMDD,0.2679485674
9441-QHEVC,0.267918652
1264-FUHCX,0.2675405439
2023-VQFDL,0.267271882
6131-FOYAS,0.2670592419
9909-IDLEK,0.2669323266
2212-LYASK,0.2666699497
3694-DELSO,0.2664639986
5206-HPJKM,0.2663370141
6549-YMFAW,0.266333692
0487-RPVUM,0.2661071964
6345-HOVES,0.2658794934
8190-ZTQFB,0.2658031359
8006-PYCSW,0.265641941
2577-GVSIL,0.2655264209
5955-EPOAZ,0.2649911757
8133-ANHHJ,0.2649798324
0222-CNVPT,0.2647929782
9828-QHFBK,0.2647211301
3645-DEYGF,0.264282214
3786-WOVKF,0.2640357499
4323-OHFOW,0.2637352499
4003-FUSHP,0.2635131962
9943-VSZUV,0.263216305
1370-GGAWX,0.2629125031
5868-YTYKS,0.2628545511
3694-GLTJM,0.2624781409
2732-ISEZX,0.26214676
9107-UKCKY,0.2619244461
0975-UYDTX,0.2618846458
1810-BOHSY,0.2617040641
6344-SFJVH,0.261649583
4256-ZWTZI,0.2613591859
0723-FDLAY,0.2612089932
7951-VRDVK,0.2610201675
9708-KFDBY,0.2609977283
